id;tp;a;b;c;d;e;f;dec
7;14;6.551;5.753;13.658;17.452;1.684;5.748;1
7;15;6.786;19.805;7.234;14.94;10.609;52.733;1
7;16;3.747;2.964;13.491;31.92;15.16;24.531;1
7;17;1.86;5.628;6.959;5.712;13.768;7.589;1
7;18;4.123;4.616;16.108;13.181;6.111;20.376;1
7;19;1.535;13.324;22.263;13.304;4.157;42.781;1
7;20;4.918;10.772;14.088;39.753;5.157;25.085;1
8;1;7.892;15.51;28.364;8.486;19.81;25.982;3
8;2;7.491;2.786;15.084;5.1;27.84;36.438;3
8;3;9.414;14.856;19.778;37.159;8.042;47.923;3
8;4;7.461;5.435;20.065;21.179;0.869;19.544;3
8;5;9.832;6.572;5.677;20.725;33.756;17.116;3
8;6;3.386;8.267;24.208;19.327;25.787;3.314;3
8;7;6.654;18.698;14.056;14.505;16.961;9.387;3
8;8;1.367;6.263;3.925;5.318;6.701;26.773;3
8;9;9.906;15.651;13.72;31.668;7.12;59.679;3
8;10;2.759;17.078;15.435;24.931;6.03;44.114;3
8;11;3.355;18.904;5.29;6.535;20.75;53.731;3
8;12;9.887;12.329;7.376;22.084;45.544;18.415;3
8;13;8.262;17.675;21.17;39.319;30.258;8.9;3
8;14;8.683;0.905;2.098;31.198;27.364;18.387;3
8;15;4.523;15.683;16.579;14.603;27.342;40.782;3
8;16;9.492;5.708;25.165;27.536;6.441;47.796;3
8;17;2.002;3.838;1.355;34.557;0.821;0.141;3
8;18;8.091;3.084;27.378;29.641;47.759;3.624;3
8;19;0.543;14.692;24.692;3.348;36.413;57.561;3
8;20;5.739;1.461;1.857;35.829;43.257;15.911;3
9;1;0.152;11.729;2.015;15.936;3.07;28.4;3
9;2;4.518;9.249;24.431;30.093;48.185;52.974;3
9;3;8.393;10.177;15.331;20.752;2.876;37.222;3
9;4;9.143;16.062;28.713;6.542;17.563;49.852;3
9;5;2.709;19.486;25.663;27.388;13.561;17.739;3
9;6;1.353;11.439;8.88;34.578;24.63;27.834;3
9;7;3.196;2.037;8.858;7.436;44.824;31.792;3
9;8;7.555;2.85;23.741;30.032;20.467;21.661;3
9;9;3.766;13.193;12.259;29.082;39.872;38.108;3
9;10;3.021;1.286;9.816;14.141;19.592;38.129;3
9;11;3.631;14.76;10.653;38.638;5.363;19.69;3
9;12;9.29;19.848;20.209;38.72;14.075;9.4;3
9;13;8.328;14.243;25.409;39.544;30.179;27.819;3
9;14;5.022;16.413;16.839;4.597;3.164;14.694;3
9;15;0.762;15.492;22.697;28.34;15.564;30.179;3
9;16;5.643;11.156;12.824;27.675;30.983;26.488;3
9;17;5.387;7.892;18.382;4.16;44.788;7.193;3
9;18;5.317;8.641;5.397;8.844;47.821;23.864;3
9;19;2.304;3.294;4.12;7.847;23.706;45.639;3
9;20;3.071;8.472;16.556;28.287;37.451;50.68;3
10;1;0.757;12.017;3.762;12.082;18.157;24.319;3
10;2;0.229;5.904;13.665;11.416;49.809;27.932;3
10;3;0.596;6.241;16.752;15.492;26.452;8.544;3
10;4;0.701;7.969;9.154;36.934;13.08;51.469;3
10;5;0.176;11.822;9.893;8.434;9.405;29.58;3
10;6;2.379;0.479;10.082;19.676;47.288;51.567;3
10;7;0.078;19.916;29.377;10.228;38.422;47.873;3
10;8;9.269;6.887;18.891;28.113;16.674;52.625;3
10;9;3.77;8.755;0.556;13.18;12.345;48.204;3
10;10;9.486;10.368;24.507;17.285;2.741;31.538;3
10;11;6.839;4.115;9.862;37.716;23.219;40.228;3
10;12;5.155;17.764;15.444;28.526;26.864;41.733;3
10;13;7.154;0.876;19.492;17.793;43.659;49.597;3
10;14;0.435;3.04;2.984;30.699;36.074;33.363;3
10;15;9.762;14.95;12.967;3.722;42.428;54.353;3
10;16;4.825;13.904;0.069;10.909;23.137;45.289;3
10;17;7.461;9.571;9.951;20.941;20.193;38.732;3
10;18;9.745;1.55;13.376;14.491;27.679;5.557;3
10;19;3.797;1.332;25.892;38.002;14.215;2.979;3
10;20;3.438;16.741;25.855;36.994;22.248;14.84;3
11;1;5.745;5.784;4.743;13.207;46.283;28.985;2
11;2;2.781;9.973;11.474;4.309;15.1;42.558;2
11;3;2.262;3.6;10.473;29.699;44.299;33.894;2
11;4;6.161;12.81;26.714;11.885;45.948;59.574;2
11;5;4.53;7.76;26.836;2.184;1.57;15.15;2
11;6;9.55;15.294;29.976;22.496;33.071;22.411;2
11;7;0.711;12.702;21.559;29.471;15.205;1.373;2
11;8;2.832;12.235;0.111;17.928;46.346;56.077;2
11;9;3.796;0.952;4.469;6.035;15.721;7.445;2
11;10;9.885;12.606;21.705;0.58;5.537;36.348;2
11;11;8.923;18.091;29.581;18.75;23.927;36.383;2
11;12;2.339;17.695;13.113;20.366;30.613;18.382;2
11;13;4.938;4.825;17.737;36.524;28.369;40.214;2
11;14;0.9;15.324;16.369;31.166;44.512;25.297;2
11;15;4.206;1.066;25.059;36.426;35.986;35.484;2
11;16;9.192;7.919;15.413;0.192;6.244;22.514;2
11;17;3.162;10.312;0.892;27.698;38.819;38.839;2
11;18;5.455;8.906;27.481;3.104;12.684;12.307;2
11;19;1.924;5.832;24.668;6.019;24.818;47.026;2
11;20;3.679;19.958;20.41;18.704;33.654;58.692;2
12;1;5.041;18.279;17.719;14.671;35.827;56.277;2
12;2;5.359;18.384;14.989;17.733;48.412;22.7;2
12;3;5.039;14.072;3.852;23.016;14.612;23.213;2
12;4;4.81;19.509;8.708;13.324;42.921;10.118;2
12;5;2.031;12.383;2.492;31.583;45.053;59.676;2
12;6;1.042;1.591;24.839;39.192;27.265;46.207;2
12;7;2.659;6.886;0.502;27.35;30.395;34.997;2
12;8;5.476;17.447;25.011;14.555;41.691;52.074;2
12;9;9.298;6.193;8.8;1.764;30.174;52.9;2
12;10;7.726;13.305;13.412;31.034;2.804;17.727;2
12;11;6.847;16.64;8.365;20.757;24.683;52.315;2
12;12;9.682;13.791;21.752;36.792;14.073;33.908;2
12;13;9.564;17.947;6.986;14.378;24.807;37.578;2
12;14;8.923;4.816;7.281;10.839;46.995;3.244;2
12;15;6.837;19.079;6.503;12.263;38.109;1.509;2
12;16;0.067;10.538;8.058;15.979;2.592;29.569;2
12;17;3.569;17.732;10.413;24.702;10.876;49.219;2
12;18;3.064;13.067;5.72;24.026;0.14;9.993;2
12;19;5.096;6.098;27.179;33.249;9.035;31.853;2
12;20;2.772;11.951;15.63;10.115;16.568;21.354;2
13;1;2.725;7.963;23.476;36.088;27.817;18.929;1
13;2;4.959;7.451;1.766;0.25;7.609;12.586;1
13;3;8.552;6.029;11.717;0.74;43.013;47.5;1
13;4;0.536;3.442;2.214;3.548;21.527;48.901;1
13;5;3.209;15.076;19.334;9.093;1.078;36.028;1
13;6;6.534;17.306;19.787;29.958;24.216;35.097;1
13;7;7.683;15.274;9.082;38.993;8.065;51.83;1
13;8;7.059;14.132;1.662;7.351;45.114;37.807;1
13;9;1.605;8.119;27.341;6.53;24.52;30.32;1
13;10;3.956;1.996;23.59;20.684;21.606;9.865;1
13;11;9.297;18.575;15.1;19.01;28.164;26.114;1
13;12;2.62;4.486;20.273;17.252;46.711;5.129;1
13;13;6.502;13.218;5.658;11.582;31.531;46.694;1
13;14;7.95;11.449;16.169;15.374;43.496;3.913;1
13;15;7.602;1.543;10.576;7.284;3.014;40.954;1
13;16;3.617;7.621;26.383;38.109;25.375;28.645;1
13;17;9.401;16.952;15.086;34.041;2.834;25.803;1
13;18;7.82;3.428;12.437;24.393;11.661;57.08;1
13;19;9.105;8.842;10.301;33.297;43.512;51.305;1
13;20;2.621;6.294;14.788;20.233;36.626;48.296;1
14;1;0.381;0.263;16.37;26.322;29.161;34.744;1
14;2;3.678;2.533;3.602;7.963;43.783;23.795;1
14;3;4.967;15.041;9.203;16.886;16.606;46.492;1
14;4;0.247;15.987;25.383;23.671;0.484;18.82;1
14;5;9.679;2.01;21.691;35.732;46.988;25.45;1
14;6;5.468;7.892;27.974;39.649;27.446;40.506;1
14;7;8.978;6.645;24.611;22.427;21.077;18.307;1
14;8;6.879;12.441;18.694;36.604;44.224;55.15;1
14;9;2.15;3.596;20.671;1.041;15.619;26.679;1
14;10;9.406;15.302;19.191;26.177;11.037;48.287;1
14;11;8.192;15.853;15.288;0.504;35.595;34.643;1
14;12;5.176;9.712;11.609;1.888;8.795;16.476;1
14;13;9.959;0.006;4.068;21.804;15.371;35.431;1
14;14;8.615;1.424;10.789;1.046;49.122;20.334;1
14;15;4.576;12.53;28.797;25.234;44.696;43.331;1
14;16;0.531;4.992;19.2;18.116;43.074;42.35;1
14;17;3.284;8.654;10.356;15.847;15.662;57.955;1
14;18;0.25;5.948;21.612;28.506;31.684;5.888;1
14;19;9.537;19.462;9.217;1.573;44.35;27.102;1
14;20;0.07;5.854;10.939;6.3;15.016;59.532;1
15;1;4.022;5.428;29.873;8.525;14.994;31.207;3
15;2;8.28;2.795;28.281;14.339;24.082;38.761;3
15;3;5.027;11.683;25.886;38.445;8.938;2.985;3
15;4;5.472;11.817;18.354;12.758;9.75;59.916;3
15;5;7.023;17.58;5.024;27.869;9.587;8.806;3
15;6;6.912;0.379;16.143;33.412;44.11;47.956;3
15;7;2.104;14.684;18.559;23.732;26.599;20.142;3
15;8;2.374;10.286;11.22;35.232;29.043;58.041;3
15;9;3.392;17.322;18.972;8.099;33.774;28.024;3
15;10;3.481;9.144;8.854;30.22;49.14;52.846;3
15;11;1.736;15.697;28.095;6.908;44.202;1.108;3
15;12;8.788;6.567;18.985;33.809;24.927;51.813;3
15;13;3.822;14.677;3.854;26.096;23.086;39.897;3
15;14;4.708;15.155;24.358;33.617;41.335;51.717;3
15;15;9.785;3.136;16.959;12.16;44.19;15.838;3
15;16;9.619;10.421;17.939;20.096;21.918;27.001;3
15;17;2.339;17.729;5.383;11.147;13.537;52.472;3
15;18;1.785;13.443;15.717;23.398;18.659;7.848;3
15;19;7.338;5.624;24.874;24.432;12.553;43.928;3
15;20;9.423;13.475;17.734;31.924;22.183;45.005;3
16;1;0.764;4.583;25.818;16.066;31.817;29.104;1
16;2;9.506;15.527;23.462;28.327;16.539;2.308;1
16;3;3.181;3.154;2.386;7.92;27.556;30.293;1
16;4;9.578;13.331;9.984;11.062;2.611;17.795;1
16;5;8.25;12.386;2.263;1.792;32.617;41.795;1
16;6;8.064;9.34;6.77;4.499;4.471;20.386;1
16;7;7.378;8.115;15.127;38.597;9.61;4.268;1
16;8;8.698;10.077;14.476;16.802;9.824;5.987;1
16;9;6.521;14.687;19.038;18.066;19.046;49.476;1
16;10;8.538;11.978;29.673;4.051;43.224;59.632;1
16;11;4.643;10.494;25.704;3.622;41.821;55.369;1
16;12;3.989;6.507;9.333;38.467;25.296;17.428;1
16;13;5.77;14.046;28.844;39.506;16.267;43.139;1
16;14;2.25;19.621;15.471;3.459;42.309;40.21;1
16;15;4.943;17.055;18.152;24.28;33.863;25.568;1
16;16;0.763;11.993;20.313;2.217;47.681;36.16;1
16;17;4.885;2.514;21.745;19.404;4.403;8.817;1
16;18;6.696;1.212;10.883;30.671;4.701;18.245;1
16;19;4.287;10.166;4.556;16.741;18.278;27.266;1
16;20;1.209;14.084;3.198;26.825;0.176;41.637;1
17;1;4.247;16.601;14.891;36.54;34.63;21.717;1
17;2;5.391;17.455;15.803;1.046;35.83;17.777;1
17;3;7.937;9.823;24.222;33.399;14.018;38.579;1
17;4;7.883;9.631;9.157;22.389;32.482;54.076;1
17;5;9.49;10.512;5.689;12.065;5.014;46.547;1
17;6;8.651;1.327;24.945;4.665;33.25;3.91;1
17;7;3.794;15.631;25.255;3.978;25.549;29.011;1
17;8;8.378;8.062;20.381;5.924;41.737;10.766;1
17;9;0.79;1.046;29.431;33.513;48.783;22.515;1
17;10;6.862;17.179;26.624;22.886;16.01;46.26;1
17;11;9.842;15.649;24.63;38.911;40.148;47.402;1
17;12;5.385;7.491;9.752;19.509;37.094;20.444;1
17;13;4.796;8.564;3.296;21.356;22.927;43.62;1
17;14;3.241;12.999;8.733;30.998;33.24;40.301;1
17;15;0.799;18.703;0.221;32.929;34.133;12.116;1
17;16;7.91;7.45;12.361;1.255;35.586;19.98;1
17;17;3.143;7.356;6.064;23.522;30.701;7.348;1
17;18;2.545;2.351;6.411;33.481;28.536;39.644;1
17;19;9.444;18.627;11.795;31.627;11.269;11.229;1
17;20;5.333;5.631;15.142;10.732;21.305;9.615;1
18;1;1.005;16.628;4.985;31.275;9.571;0.624;1
18;2;3.88;5.666;18.174;30.128;40.329;54.175;1
18;3;3.42;0.323;20.718;4.232;26.009;15.247;1
18;4;9.125;8.913;13.423;39.955;19.619;54.814;1
18;5;2.287;12.887;3.497;21.073;6.329;46.807;1
18;6;8.201;15.289;22.02;10.941;20.275;22.54;1
18;7;8.341;10.752;10.207;14.072;49.565;22.301;1
18;8;8.681;12.759;12.65;32.351;15.528;22.789;1
18;9;7.477;10.374;17.225;34.652;11.166;18.331;1
18;10;6.229;13.593;22.893;34.979;11.67;45.402;1
18;11;9.405;12.924;19.795;37.441;9.434;5.553;1
18;12;4.526;5.854;20.357;33.512;12.057;15.365;1
18;13;6.228;11.055;19.792;35.939;19.394;13.815;1
18;14;8.426;1.66;3.843;28.707;26.503;10.713;1
18;15;0.555;19.349;28.995;16.654;45.003;35.689;1
18;16;6.234;11.147;14.584;37.34;41.374;50.284;1
18;17;7.424;15.753;23.976;32.387;27.412;20.977;1
18;18;7.742;8.566;19.803;13.141;18.72;48.284;1
18;19;9.092;17.339;14.745;24.246;44.97;19.075;1
18;20;5.74;17.384;9.313;37.849;28.795;35.251;1
19;1;8.222;0.737;23.953;11.865;21.634;21.025;3
19;2;4.392;12.057;20.305;1.279;23.265;14.813;3
19;3;1.649;18.329;0.466;19.82;12.776;39.985;3
19;4;7.532;2.109;2.33;36.657;22.962;4.684;3
19;5;0.382;6.476;16.562;13.294;17.984;13.537;3
19;6;3.218;6.6;23.559;7.644;8.758;4.124;3
19;7;9.378;2.19;11.513;1.391;38.803;13.809;3
19;8;5.373;5.828;5.626;29.908;35.213;9.625;3
19;9;5.684;19.136;23.709;18.562;6.888;2.899;3
19;10;5.898;15.52;23.479;33.3;31.348;44.586;3
19;11;5.249;18.185;1.257;27.592;2.916;43.837;3
19;12;8.965;17.77;14.784;37.817;27.538;18.078;3
19;13;2.38;2.084;14.758;26.609;45.059;19.21;3
19;14;5.802;16.613;14.771;30.609;11.269;0.379;3
19;15;0.606;15.197;12.72;29.128;33.153;5.215;3
19;16;4.484;17.309;6.71;39.049;49.252;11.794;3
19;17;6.077;12.429;2.455;18.911;31.401;22.899;3
19;18;0.486;4.182;24.002;33.154;33.116;53.272;3
19;19;1.386;13.656;10.245;39.133;1.977;28.606;3
19;20;3.507;13.853;12.781;3.326;21.879;0.453;3
20;1;7.049;3.179;2.055;25.033;47.966;39.543;3
20;2;0.459;1.873;23.104;36.769;44.597;20.486;3
20;3;9.816;17.407;0.367;27.15;35.132;40.054;3
20;4;1.392;4.885;0.779;9.236;7.749;23.475;3
20;5;5.767;5.344;14.962;29.729;30.298;17.69;3
20;6;3.524;13.8;14.08;24.338;5.916;27.017;3
20;7;8.697;8.702;23.748;31.57;22.41;44.795;3
20;8;2.732;3.512;29.625;26.878;11.713;7.021;3
20;9;0.688;11.477;9.416;37.612;34.111;41.239;3
20;10;6.939;7.117;8.144;38.733;2.908;31.422;3
20;11;4.262;8.683;8.531;21.694;25.933;2.742;3
20;12;0.751;16.667;27.626;4.351;8.172;18.118;3
20;13;3.725;7.098;0.599;0.405;42.657;57.077;3
20;14;2.623;5.181;15.739;27.164;22.995;2.078;3
20;15;2.095;15.386;1.216;4.653;24.957;6.684;3
20;16;3.016;11.818;10.251;21.391;39.215;0.805;3
20;17;0.161;15.87;23.55;1.945;44.439;14.15;3
20;18;4.886;5.502;23.423;14.625;1.814;42.605;3
20;19;3.73;4.189;16.354;14.316;48.801;40.967;3
20;20;4.229;7.036;16.313;29.808;30.232;59.144;3
21;1;2.994;13.504;16.647;37.209;44.483;35.51;1
21;2;0.295;14.344;16.066;20.358;36.814;2.633;1
21;3;2.007;0.411;24.599;27.886;28.635;11.379;1
21;4;8.411;3.388;10.747;33.119;12.391;22.722;1
21;5;9.169;4.011;25.557;17.127;45.783;29.576;1
21;6;8.359;0.491;16.516;18.361;3.119;0.789;1
21;7;0.413;9.149;12.576;6.955;14.461;29.172;1
21;8;2.854;8.983;27.347;10.897;0.344;30.114;1
21;9;0.708;17.183;23.916;28.253;33.63;52.505;1
21;10;7.247;4.332;18.488;29.076;34.632;27.304;1
21;11;8.538;12.547;15.082;36.887;19.892;40.083;1
21;12;0.121;2.559;28.938;20.604;43.156;15.179;1
21;13;0.778;0.215;6.522;25.432;8.334;40.951;1
21;14;2.49;4.042;15.729;25.443;18.982;44.81;1
21;15;5.076;7.398;0.498;11.761;44.627;18.22;1
21;16;8.38;6.862;17.12;4.186;20.408;25.113;1
21;17;4.172;2.738;7.649;19.572;5.572;1.272;1
21;18;8.469;11.445;9.654;13.152;45.381;38.888;1
21;19;4.457;2.445;5.943;12.706;5.978;13.801;1
21;20;3.219;2.034;10.236;19.277;19.427;40.71;1
22;1;6.636;9.153;17.342;11.519;17.862;7.532;1
22;2;8.117;14.409;14.757;22.641;46.583;26.968;1
22;3;6.743;18.756;1.838;33.366;8.531;24.302;1
22;4;6.479;2.549;20.011;19.054;32.177;29.098;1
22;5;6.404;5.144;16.227;23.55;33.308;22.335;1
22;6;3.653;6.579;25.707;22.074;0.291;39.993;1
22;7;0.084;7.378;17.856;10.766;33.179;14.302;1
22;8;1.0;7.739;1.379;20.061;12.582;2.778;1
22;9;8.035;12.369;6.076;21.072;10.942;43.976;1
22;10;5.674;12.042;0.931;26.004;17.3;38.451;1
22;11;5.193;3.53;7.45;29.956;10.66;45.624;1
22;12;3.978;10.105;19.786;14.908;36.632;8.133;1
22;13;9.948;17.753;6.907;36.736;34.395;48.323;1
22;14;0.681;0.598;16.856;24.447;49.883;15.433;1
22;15;9.29;8.792;11.024;2.233;34.718;28.009;1
22;16;1.675;18.354;25.312;5.451;31.54;30.295;1
22;17;5.696;2.378;21.96;17.152;23.331;5.972;1
22;18;5.638;1.057;23.625;21.863;4.904;23.382;1
22;19;6.992;17.485;28.954;25.107;4.891;56.282;1
22;20;1.242;14.694;23.87;17.878;32.335;38.71;1
23;1;0.883;15.162;5.39;9.558;11.236;19.571;3
23;2;7.085;2.432;25.062;8.783;40.93;7.801;3
23;3;1.069;15.859;0.943;24.355;4.525;36.337;3
23;4;7.216;17.7;23.628;33.36;47.61;41.001;3
23;5;7.599;6.512;24.465;24.893;6.714;55.91;3
23;6;1.779;14.919;22.639;3.43;41.829;43.904;3
23;7;8.878;14.366;6.281;10.277;47.764;9.088;3
23;8;3.358;1.121;4.319;7.177;49.433;8.318;3
23;9;6.597;15.793;19.935;4.944;39.773;31.152;3
23;10;8.787;18.291;13.214;36.192;47.652;17.6;3
23;11;8.762;8.181;18.866;6.949;15.883;5.336;3
23;12;4.054;9.816;28.499;1.546;40.222;15.3;3
23;13;2.974;6.97;7.494;18.522;1.127;3.289;3
23;14;2.953;10.513;19.41;25.871;17.582;35.799;3
23;15;6.438;9.08;13.282;34.305;15.924;30.148;3
23;16;0.458;8.077;11.438;37.528;23.003;37.601;3
23;17;9.952;3.78;12.884;38.123;26.647;44.054;3
23;18;1.949;17.128;4.394;38.915;2.935;13.316;3
23;19;1.618;10.16;21.991;31.508;2.4;25.04;3
23;20;5.92;13.218;22.91;0.219;12.301;39.464;3
24;1;4.341;14.307;25.047;18.794;25.879;40.355;2
24;2;5.824;6.486;1.313;0.294;39.581;24.188;2
24;3;4.098;7.75;27.372;29.682;11.62;51.487;2
24;4;6.06;5.315;24.371;17.72;2.208;51.507;2
24;5;5.63;17.269;14.314;22.328;40.312;46.176;2
